LeveId,Name,Type,Class,Level,Location,Cost,Expansion,Retired
748,Breach and Build,Fieldcraft,MIN,40,Coerthas Central Highlands,1,ARR,
749,Not Losing Our Heads This Time,Fieldcraft,MIN,40,Coerthas Central Highlands,1,ARR,
750,Metal Has No Master,Fieldcraft,MIN,45,Mor Dhona,1,ARR,
751,Crystal Mess,Fieldcraft,MIN,45,Mor Dhona,1,ARR,
752,Sucker Seer,Fieldcraft,MIN,45,Mor Dhona,1,ARR,
753,Hybrid Hypotheses,Fieldcraft,MIN,45,Mor Dhona,1,ARR,
754,Adventurers' Relish,Fieldcraft,FSH,1,Limsa Lominsa,1,ARR,
755,Soup to Guts,Fieldcraft,FSH,1,Limsa Lominsa,1,ARR,
756,A Kelping Hand,Fieldcraft,FSH,1,Limsa Lominsa,1,ARR,
757,Poor Boys Eat Well,Fieldcraft,FSH,1,Limsa Lominsa,1,ARR,
758,Cloud Cutlet,Fieldcraft,FSH,5,Limsa Lominsa,1,ARR,
759,They Taste Just as Pretty,Fieldcraft,FSH,5,Limsa Lominsa,1,ARR,
760,Yummy in the Tummy,Fieldcraft,FSH,5,Limsa Lominsa,1,ARR,
761,Splendor in the Glass,Fieldcraft,FSH,5,Limsa Lominsa,1,ARR,
762,Fish by Many Other Names,Fieldcraft,FSH,10,Western La Noscea,1,ARR,
763,Just Add Water,Fieldcraft,FSH,10,Western La Noscea,1,ARR,
764,Brain Candy,Fieldcraft,FSH,10,Western La Noscea,1,ARR,
765,The Fertile Incandescent,Fieldcraft,FSH,10,Western La Noscea,1,ARR,
766,My Own Private Shell,Fieldcraft,FSH,15,Western La Noscea,1,ARR,
767,The Deepest Cut,Fieldcraft,FSH,15,Western La Noscea,1,ARR,
768,The Moral of the Coral,Fieldcraft,FSH,15,Western La Noscea,1,ARR,
769,Crab Life by the Horns,Fieldcraft,FSH,15,Western La Noscea,1,ARR,
770,Sounds Fishy to Me,Fieldcraft,FSH,20,South Shroud,1,ARR,
771,The Long and the Shortcrust,Fieldcraft,FSH,20,South Shroud,1,ARR,
772,Food Chain Reaction,Fieldcraft,FSH,20,South Shroud,1,ARR,
773,Blind Ambition,Fieldcraft,FSH,20,South Shroud,1,ARR,
774,A Shocking Soirée,Fieldcraft,FSH,25,South Shroud,1,ARR,
775,A Watery Web of Lies,Fieldcraft,FSH,25,South Shroud,1,ARR,
776,Fishing 101,Fieldcraft,FSH,25,South Shroud,1,ARR,
777,The Truth Will Set You Free,Fieldcraft,FSH,25,South Shroud,1,ARR,
778,A Recipe for Disaster,Fieldcraft,FSH,30,Eastern La Noscea,1,ARR,
779,Just Call Me Late for Dinner,Fieldcraft,FSH,30,Eastern La Noscea,1,ARR,
780,Kitchen Nightmares No More,Fieldcraft,FSH,30,Eastern La Noscea,1,ARR,
781,The Blue Period,Fieldcraft,FSH,30,Eastern La Noscea,1,ARR,
782,The Perks of Politics,Fieldcraft,FSH,35,Coerthas Central Highlands,1,ARR,
783,Hands off Our Fish,Fieldcraft,FSH,35,Coerthas Central Highlands,1,ARR,
784,Fry Me a River,Fieldcraft,FSH,35,Coerthas Central Highlands,1,ARR,
785,Gathering Light,Fieldcraft,FSH,35,Coerthas Central Highlands,1,ARR,
786,Empire Builder,Fieldcraft,FSH,40,Coerthas Central Highlands,1,ARR,
787,Laird of the Lakes,Fieldcraft,FSH,40,Coerthas Central Highlands,1,ARR,
788,Make a Fish,Fieldcraft,FSH,40,Coerthas Central Highlands,1,ARR,
789,Rationally Speaking,Fieldcraft,FSH,40,Coerthas Central Highlands,1,ARR,
790,Putting the Zap on Nature,Fieldcraft,FSH,45,Mor Dhona,1,ARR,
791,Awash in Evidence,Fieldcraft,FSH,45,Mor Dhona,1,ARR,
792,Snail Fail,Fieldcraft,FSH,45,Mor Dhona,1,ARR,
793,Sleeper Creeper,Fieldcraft,FSH,45,Mor Dhona,1,ARR,
878,The Unexpected Tourist,Battlecraft,,50,Coerthas Western Highlands,1,HW,
879,Don't Come Back,Battlecraft,,50,Coerthas Western Highlands,1,HW,
880,Necrologos: Of Sallow Vizards,Battlecraft,,50,Coerthas Western Highlands,1,HW,
881,We're So Above This (L),Battlecraft,,50,Coerthas Western Highlands,10,HW,
882,The Second Coming of Yak (L),Battlecraft,,50,Coerthas Western Highlands,10,HW,
883,Necrologos: Of Sallow Vizards (L),Battlecraft,,50,Coerthas Western Highlands,10,HW,
884,Quit Loafing Around,Battlecraft,,52,The Dravanian Forelands,1,HW,
885,Feathers Unsullied,Battlecraft,,52,The Dravanian Forelands,1,HW,
886,Jailbird Break,Battlecraft,,52,The Dravanian Forelands,1,HW,
887,Last Priest Profaned (L),Battlecraft,,52,The Dravanian Forelands,10,HW,
888,Scavenger Hunt (L),Battlecraft,,52,The Dravanian Forelands,10,HW,
889,Return to Sender (L),Battlecraft,,52,The Dravanian Forelands,10,HW,
890,Show Your Work,Battlecraft,,54,The Churning Mists,1,HW,
891,Puppet Show,Battlecraft,,54,The Churning Mists,1,HW,
892,Cry Home,Battlecraft,,54,The Churning Mists,1,HW,
893,Family Comes First (L),Battlecraft,,54,The Churning Mists,10,HW,
894,More Than One Way (L),Battlecraft,,54,The Churning Mists,10,HW,
895,"Hello, Cousin (L)",Battlecraft,,54,The Churning Mists,10,HW,
896,"Two Birds, One Culling",Battlecraft,,56,The Sea of Clouds,1,HW,
897,Don't Eat the Shrooms,Battlecraft,,56,The Sea of Clouds,1,HW,
898,Marl-ementary Procedure,Battlecraft,,56,The Sea of Clouds,1,HW,
899,Just Washed (L),Battlecraft,,56,The Sea of Clouds,10,HW,
900,Needs More Fervor (L),Battlecraft,,56,The Sea of Clouds,10,HW,
901,"Nobody Can Farm Marl, but Marl (L)",Battlecraft,,56,The Sea of Clouds,10,HW,
902,"Dance, Magic Dance",Battlecraft,,58,The Dravanian Hinterlands,1,HW,
903,Necrologos: His Treasure Forhelen,Battlecraft,,58,The Dravanian Hinterlands,1,HW,
904,Whither the Morbol Goeth,Battlecraft,,58,The Dravanian Hinterlands,1,HW,
905,Goblin Up Sharlayan (L),Battlecraft,,58,The Dravanian Hinterlands,10,HW,
906,Necrologos: His Treasure Forhelen (L),Battlecraft,,58,The Dravanian Hinterlands,10,HW,
907,Bareback Riding (L),Battlecraft,,58,The Dravanian Hinterlands,10,HW,
908,Splinter in the Sewers,Tradecraft,CRP,50,Ishgard,1,ARR,
909,So You Think You Can Lance?,Tradecraft,CRP,50,Ishgard,1,ARR,
910,Almost as Fun as Slingshotting Birds,Tradecraft,CRP,50,Ishgard,1,ARR,
911,The Lumber of Their Discontent (L),Tradecraft,CRP,50,Ishgard,10,ARR,
912,Sticks and Stones (L),Tradecraft,CRP,50,Ishgard,10,ARR,
913,Living Bow to Mouth (L),Tradecraft,CRP,50,Ishgard,10,ARR,
914,Do You Even String Bow,Tradecraft,CRP,52,Ishgard,1,ARR,
915,Landing the Big One,Tradecraft,CRP,52,Ishgard,1,ARR,
916,A Reward Fitting of the Faithful,Tradecraft,CRP,52,Ishgard,1,ARR,
917,"Win One Bow, Get Three Free (L)",Tradecraft,CRP,52,Ishgard,10,ARR,
918,Fishing for Profits (L),Tradecraft,CRP,52,Ishgard,10,ARR,
919,Just Rewards for Just Devotion (L),Tradecraft,CRP,52,Ishgard,10,ARR,
920,License to Heal,Tradecraft,CRP,54,Ishgard,1,ARR,
921,The Darkest Hearth,Tradecraft,CRP,54,Ishgard,1,ARR,
922,Walking on Pins and Needles,Tradecraft,CRP,54,Ishgard,1,ARR,
923,Purified Polyrhythm (L),Tradecraft,CRP,54,Ishgard,10,ARR,
924,Fruit of the Loom (L),Tradecraft,CRP,54,Ishgard,10,ARR,
925,Like Lemon on a Lumbercut (L),Tradecraft,CRP,54,Ishgard,10,ARR,
926,The Long Armillae of the Law,Tradecraft,CRP,56,Ishgard,1,ARR,
927,Don't Ask Wyvern,Tradecraft,CRP,56,Ishgard,1,ARR,
928,Aim to Please,Tradecraft,CRP,56,Ishgard,1,ARR,
929,Wooden Ambitions (L),Tradecraft,CRP,56,Ishgard,10,ARR,
930,A Sky Pirate's Life for Me (L),Tradecraft,CRP,56,Ishgard,10,ARR,
931,"To Protect My City, I Must Wear a Mask (L)",Tradecraft,CRP,56,Ishgard,10,ARR,
932,"Birch, Please",Tradecraft,CRP,58,Ishgard,1,ARR,
933,Anatomy of a Drill Bit,Tradecraft,CRP,58,Ishgard,1,ARR,
934,Hold on Adamantite,Tradecraft,CRP,58,Ishgard,1,ARR,
935,Built This City on Blocks and Soul (L),Tradecraft,CRP,58,Ishgard,10,ARR,
936,Pulling Them to the Grind (L),Tradecraft,CRP,58,Ishgard,10,ARR,
937,Spears for Stone Vigilantes (L),Tradecraft,CRP,58,Ishgard,10,ARR,
938,Pummeling Abroad,Tradecraft,LTW,50,Ishgard,1,ARR,
939,From Mud to Mourning,Tradecraft,LTW,50,Ishgard,1,ARR,
940,Glorified Hole-punchers,Tradecraft,LTW,50,Ishgard,1,ARR,
941,The Style of the Time (L),Tradecraft,LTW,50,Ishgard,10,ARR,
942,These Boots Are Made for Hawkin' (L),Tradecraft,LTW,50,Ishgard,10,ARR,
943,Treat Them with Kid Gloves (L),Tradecraft,LTW,50,Ishgard,10,ARR,
944,You Could Say It's a Moving Target,Tradecraft,LTW,52,Ishgard,1,ARR,
945,Maybe He's a Lion,Tradecraft,LTW,52,Ishgard,1,ARR,
946,(Don't) Love the Skin You're In,Tradecraft,LTW,52,Ishgard,1,ARR,
947,They Call It Bloody Mary (L),Tradecraft,LTW,52,Ishgard,10,ARR,
948,The Wyvern of It (L),Tradecraft,LTW,52,Ishgard,10,ARR,
949,Wrist Apart (L),Tradecraft,LTW,52,Ishgard,10,ARR,
950,"Overall, We Blend In",Tradecraft,LTW,54,Ishgard,1,ARR,
951,"Tally Ho, Chocobo",Tradecraft,LTW,54,Ishgard,1,ARR,
952,Dragoon Drop Rate,Tradecraft,LTW,54,Ishgard,1,ARR,
953,Eviction Notice (L),Tradecraft,LTW,54,Ishgard,10,ARR,
954,Hunting Heretics (L),Tradecraft,LTW,54,Ishgard,10,ARR,
955,Exploiting the Adroit (L),Tradecraft,LTW,54,Ishgard,10,ARR,
956,Don't Sweat the Small Fry,Tradecraft,LTW,56,Ishgard,1,ARR,
957,I Need Your Glove Tonight,Tradecraft,LTW,56,Ishgard,1,ARR,
958,Trainin' the Neck,Tradecraft,LTW,56,Ishgard,1,ARR,
959,It's All in the Wrists (L),Tradecraft,LTW,56,Ishgard,10,ARR,
960,Halonic Drake Handlers (L),Tradecraft,LTW,56,Ishgard,10,ARR,
961,Training Is Only Skintight (L),Tradecraft,LTW,56,Ishgard,10,ARR,
962,Starting Off on the Wrong Foot,Tradecraft,LTW,58,Ishgard,1,ARR,
963,Bar of the Bannermen,Tradecraft,LTW,58,Ishgard,1,ARR,
964,It Will Knock Your Socks Off,Tradecraft,LTW,58,Ishgard,1,ARR,
965,Raising the Dragoons (L),Tradecraft,LTW,58,Ishgard,10,ARR,
966,Do My Little Turn on the Stonewalk (L),Tradecraft,LTW,58,Ishgard,10,ARR,
967,On My Own Two Feet (L),Tradecraft,LTW,58,Ishgard,10,ARR,
968,Barring the Gates to Foundation,Tradecraft,BSM,50,Ishgard,1,ARR,
969,Punching Your Way to Success,Tradecraft,BSM,50,Ishgard,1,ARR,
970,With Bearings Straight,Tradecraft,BSM,50,Ishgard,1,ARR,
971,Starting Young (L),Tradecraft,BSM,50,Ishgard,10,ARR,
972,Foreign Exchange (L),Tradecraft,BSM,50,Ishgard,10,ARR,
973,Bearing the Brunt (L),Tradecraft,BSM,50,Ishgard,10,ARR,
974,It's All about Execution,Tradecraft,BSM,52,Ishgard,1,ARR,
975,Freight and Barrel,Tradecraft,BSM,52,Ishgard,1,ARR,
976,Cautionary Cutlery,Tradecraft,BSM,52,Ishgard,1,ARR,
977,Too Big to Miss (L),Tradecraft,BSM,52,Ishgard,10,ARR,
978,Stepping on My Heart with Stilettos (L),Tradecraft,BSM,52,Ishgard,10,ARR,
979,"Saw, Shank, and Redemption (L)",Tradecraft,BSM,52,Ishgard,10,ARR,
980,I Could Feel That from Here,Tradecraft,BSM,54,Ishgard,1,ARR,
981,I Saw the Pine,Tradecraft,BSM,54,Ishgard,1,ARR,
982,Keep Up with the Mechanics,Tradecraft,BSM,54,Ishgard,1,ARR,
983,Tensions in Creasing (L),Tradecraft,BSM,54,Ishgard,10,ARR,
984,"I Came, I Sawed, I Conquered (L)",Tradecraft,BSM,54,Ishgard,10,ARR,
985,Unconventional Weaponry (L),Tradecraft,BSM,54,Ishgard,10,ARR,
986,Unbreaker,Tradecraft,BSM,56,Ishgard,1,ARR,
987,Diamond Sawdust,Tradecraft,BSM,56,Ishgard,1,ARR,
988,Spirituality Inspector,Tradecraft,BSM,56,Ishgard,1,ARR,
989,Attack on Titanium (L),Tradecraft,BSM,56,Ishgard,10,ARR,
990,I'm a Lumberjack and I'm Okay (L),Tradecraft,BSM,56,Ishgard,10,ARR,
991,The Clamor for Hammers (L),Tradecraft,BSM,56,Ishgard,10,ARR,
992,Through Thick and Thin,Tradecraft,BSM,58,Ishgard,1,ARR,
993,Winter Weather Conditions,Tradecraft,BSM,58,Ishgard,1,ARR,
994,Swords for Plowshares,Tradecraft,BSM,58,Ishgard,1,ARR,
995,Piercing Eyes Deserve Piercing Shafts (L),Tradecraft,BSM,58,Ishgard,10,ARR,
996,The Nightsoil Is Dark and Full of Terrors (L),Tradecraft,BSM,58,Ishgard,10,ARR,
997,"Negative, They Are Meat Popsicles (L)",Tradecraft,BSM,58,Ishgard,10,ARR,
998,Hauberk and No Play,Tradecraft,ARM,50,Ishgard,1,ARR,
999,Rivets Run through It,Tradecraft,ARM,50,Ishgard,1,ARR,
1000,Don't Scuttle with Scuta,Tradecraft,ARM,50,Ishgard,1,ARR,
1001,Knights without Armor (L),Tradecraft,ARM,50,Ishgard,10,ARR,
1002,A Riveting Revival (L),Tradecraft,ARM,50,Ishgard,10,ARR,
1003,Shielded by Bureaucracy (L),Tradecraft,ARM,50,Ishgard,10,ARR,
1004,Let Faith Light the Way,Tradecraft,ARM,52,Ishgard,1,ARR,
1005,The Cut Alembical Cord,Tradecraft,ARM,52,Ishgard,1,ARR,
1006,Pan That Laid the Golden Egg,Tradecraft,ARM,52,Ishgard,1,ARR,
1007,Fifty Shields of Blades (L),Tradecraft,ARM,52,Ishgard,10,ARR,
1008,Sheer Distill Power (L),Tradecraft,ARM,52,Ishgard,10,ARR,
1009,Skillet with Fire (L),Tradecraft,ARM,52,Ishgard,10,ARR,
1010,As the Bolt Flies,Tradecraft,ARM,54,Ishgard,1,ARR,
1011,Someone Put Dung in My Helmet,Tradecraft,ARM,54,Ishgard,1,ARR,
1012,Sometimes the South Wins,Tradecraft,ARM,54,Ishgard,1,ARR,
1013,Heavy Metal Banned (L),Tradecraft,ARM,54,Ishgard,10,ARR,
1014,Rage against the Scream (L),Tradecraft,ARM,54,Ishgard,10,ARR,
1015,The Thriller of Autumn (L),Tradecraft,ARM,54,Ishgard,10,ARR,
1016,A Squire to Inspire,Tradecraft,ARM,56,Ishgard,1,ARR,
1017,A Halonic Masquerade,Tradecraft,ARM,56,Ishgard,1,ARR,
1018,Belle of the Brawl,Tradecraft,ARM,56,Ishgard,1,ARR,
1019,All's Fair in Highborn Assassination (L),Tradecraft,ARM,56,Ishgard,10,ARR,
1020,Why I Wear a Mask (L),Tradecraft,ARM,56,Ishgard,10,ARR,
1021,Shouldering the Shut-ins (L),Tradecraft,ARM,56,Ishgard,10,ARR,
1022,"Sir, Dost Thou Even Heft",Tradecraft,ARM,58,Ishgard,1,ARR,
1023,Look Before You Leap,Tradecraft,ARM,58,Ishgard,1,ARR,
1024,The Mast Chance,Tradecraft,ARM,58,Ishgard,1,ARR,
1025,Men in Adamantite (L),Tradecraft,ARM,58,Ishgard,10,ARR,
1026,"Patience, Young Grasshopper (L)",Tradecraft,ARM,58,Ishgard,10,ARR,
1027,The Rose and the Riveter (L),Tradecraft,ARM,58,Ishgard,10,ARR,
1028,Little Orphan Candy,Tradecraft,CUL,50,Ishgard,1,ARR,
1029,The Next to Last Supper,Tradecraft,CUL,50,Ishgard,1,ARR,
1030,The Aroma of Faith,Tradecraft,CUL,50,Ishgard,1,ARR,
1031,Confections of Confession (L),Tradecraft,CUL,50,Ishgard,10,ARR,
1032,Nostalgia through the Stomach (L),Tradecraft,CUL,50,Ishgard,10,ARR,
1033,Soup's On (L),Tradecraft,CUL,50,Ishgard,10,ARR,
1034,Such a Butter Face,Tradecraft,CUL,52,Ishgard,1,ARR,
1035,Loving That Muffin Top,Tradecraft,CUL,52,Ishgard,1,ARR,
1036,Persona non Gratin,Tradecraft,CUL,52,Ishgard,1,ARR,
1037,No Margarine of Error (L),Tradecraft,CUL,52,Ishgard,10,ARR,
1038,Muffin of the Morn (L),Tradecraft,CUL,52,Ishgard,10,ARR,
1039,Recipe for Disaster (L),Tradecraft,CUL,52,Ishgard,10,ARR,
1040,The Nutcracker's Sweets,Tradecraft,CUL,54,Ishgard,1,ARR,
1041,Breakfast of Champions,Tradecraft,CUL,54,Ishgard,1,ARR,
1042,"Old Victories, New Tastes",Tradecraft,CUL,54,Ishgard,1,ARR,
1043,Time for a Midnight Snack (L),Tradecraft,CUL,54,Ishgard,10,ARR,
1044,Emerald Soup for the Soul (L),Tradecraft,CUL,54,Ishgard,10,ARR,
1045,The Eats of Authenticity (L),Tradecraft,CUL,54,Ishgard,10,ARR,
1046,Saucy for a Suitor,Tradecraft,CUL,56,Ishgard,1,ARR,
1047,It Goes Down Smoothly,Tradecraft,CUL,56,Ishgard,1,ARR,
1048,Persuasion of a Higher Power,Tradecraft,CUL,56,Ishgard,1,ARR,
1049,Saved by the Sauce (L),Tradecraft,CUL,56,Ishgard,10,ARR,
1050,Quenching the Flame (L),Tradecraft,CUL,56,Ishgard,10,ARR,
1051,Loaves and Fishes (L),Tradecraft,CUL,56,Ishgard,10,ARR,
1052,Let's Not Get Sappy,Tradecraft,CUL,58,Ishgard,1,ARR,
1053,Soup That Eats Like a Knight,Tradecraft,CUL,58,Ishgard,1,ARR,
1054,Don't Let It Fall Apart,Tradecraft,CUL,58,Ishgard,1,ARR,
1055,Luxury Spillover (L),Tradecraft,CUL,58,Ishgard,10,ARR,
1056,Like Ma Used to Make (L),Tradecraft,CUL,58,Ishgard,10,ARR,
1057,Better Come Back with a Sandwich (L),Tradecraft,CUL,58,Ishgard,10,ARR,
1058,The Mustache Suits Him,Tradecraft,ALC,50,Ishgard,1,ARR,
1059,Summoning for Dummies,Tradecraft,ALC,50,Ishgard,1,ARR,
1060,Forged from the Void,Tradecraft,ALC,50,Ishgard,1,ARR,
1061,Forgery of Convenience (L),Tradecraft,ALC,50,Ishgard,10,ARR,
1062,Summoning the Courage to Be Different (L),Tradecraft,ALC,50,Ishgard,10,ARR,
1063,Dodging the Draft (L),Tradecraft,ALC,50,Ishgard,10,ARR,
1064,"Can't Sleep, Inquisitors Will Eat Me",Tradecraft,ALC,52,Ishgard,1,ARR,
1065,"Steeling the Knife, Steeling the Mind",Tradecraft,ALC,52,Ishgard,1,ARR,
1066,Consecrating Congregation,Tradecraft,ALC,52,Ishgard,1,ARR,
1067,Allow No Fallacies (L),Tradecraft,ALC,52,Ishgard,10,ARR,
1068,Surgical Substitution (L),Tradecraft,ALC,52,Ishgard,10,ARR,
1069,Curbing the Contagion (L),Tradecraft,ALC,52,Ishgard,10,ARR,
1070,Adhesive of Antipathy,Tradecraft,ALC,54,Ishgard,1,ARR,
1071,Tomes Roam on the Range,Tradecraft,ALC,54,Ishgard,1,ARR,
1072,Warding Off Temptation,Tradecraft,ALC,54,Ishgard,1,ARR,
1073,It's Gonna Grow Back (L),Tradecraft,ALC,54,Ishgard,10,ARR,
1074,Field Trip to the Unknown (L),Tradecraft,ALC,54,Ishgard,10,ARR,
1075,The Garden of Arcane Delights (L),Tradecraft,ALC,54,Ishgard,10,ARR,
1076,Cleansing the Wicked Humours,Tradecraft,ALC,56,Ishgard,1,ARR,
1077,Volunteering with Staff,Tradecraft,ALC,56,Ishgard,1,ARR,
1078,Rolling on Initiative,Tradecraft,ALC,56,Ishgard,1,ARR,
1079,Washing Away the Sins (L),Tradecraft,ALC,56,Ishgard,10,ARR,
1080,Scripture Is the Best Medicine (L),Tradecraft,ALC,56,Ishgard,10,ARR,
1081,Darkly Dreaming Dexterity (L),Tradecraft,ALC,56,Ishgard,10,ARR,
1082,Filling in the Blanks,Tradecraft,ALC,58,Ishgard,1,ARR,
1083,There Was a Late Fee,Tradecraft,ALC,58,Ishgard,1,ARR,
1084,The Grave of Hemlock Groves,Tradecraft,ALC,58,Ishgard,1,ARR,
1085,Ink into Antiquity (L),Tradecraft,ALC,58,Ishgard,10,ARR,
1086,A Gate Arcane Is Dragon's Bane (L),Tradecraft,ALC,58,Ishgard,10,ARR,
1087,Dappling the Highlands (L),Tradecraft,ALC,58,Ishgard,10,ARR,
1088,Pride Up in Smoke,Tradecraft,WVR,50,Ishgard,1,ARR,
1089,Protecting the Foundation,Tradecraft,WVR,50,Ishgard,1,ARR,
1090,Ribbon of Remembrance,Tradecraft,WVR,50,Ishgard,1,ARR,
1091,Desperate for Diversionaries (L),Tradecraft,WVR,50,Ishgard,10,ARR,
1092,Curb the Gnawing Feeling (L),Tradecraft,WVR,50,Ishgard,10,ARR,
1093,The Road Was a Ribbon of Moonlight (L),Tradecraft,WVR,50,Ishgard,10,ARR,
1094,What Not to Wear,Tradecraft,WVR,52,Ishgard,1,ARR,
1095,Fashion Patrol,Tradecraft,WVR,52,Ishgard,1,ARR,
1096,An Account of My Boots,Tradecraft,WVR,52,Ishgard,1,ARR,
1097,Appeal of Foreign Apparel (L),Tradecraft,WVR,52,Ishgard,10,ARR,
1098,Dress Code Violation (L),Tradecraft,WVR,52,Ishgard,10,ARR,
1099,Soot in My Hair and Scars on My Feet (L),Tradecraft,WVR,52,Ishgard,10,ARR,
1100,Clothing the Naked Truth,Tradecraft,WVR,54,Ishgard,1,ARR,
1101,Storm upon Bald Mountain,Tradecraft,WVR,54,Ishgard,1,ARR,
1102,Finger on the Pulse,Tradecraft,WVR,54,Ishgard,1,ARR,
1103,When in Robes (L),Tradecraft,WVR,54,Ishgard,10,ARR,
1104,Abrupt Apprentices (L),Tradecraft,WVR,54,Ishgard,10,ARR,
1105,Chirurgeon Hand in Glove (L),Tradecraft,WVR,54,Ishgard,10,ARR,
1106,Healing with Flair,Tradecraft,WVR,56,Ishgard,1,ARR,
1107,"Where the Dragonflies, the Net Catches",Tradecraft,WVR,56,Ishgard,1,ARR,
1108,Investing in the Future,Tradecraft,WVR,56,Ishgard,1,ARR,
1109,Pants Fit for Battle (L),Tradecraft,WVR,56,Ishgard,10,ARR,
1110,To Kill a Dragon on Nameday (L),Tradecraft,WVR,56,Ishgard,10,ARR,
1111,Maids of Honor (L),Tradecraft,WVR,56,Ishgard,10,ARR,
1112,Felt for the Fallen,Tradecraft,WVR,58,Ishgard,1,ARR,
1113,He Wears the Pants,Tradecraft,WVR,58,Ishgard,1,ARR,
1114,The Hat List,Tradecraft,WVR,58,Ishgard,1,ARR,
1115,Blinded Veil of Vigilance (L),Tradecraft,WVR,58,Ishgard,10,ARR,
1116,Pom Hemlock (L),Tradecraft,WVR,58,Ishgard,10,ARR,
1117,Knight Incognito (L),Tradecraft,WVR,58,Ishgard,10,ARR,
1118,"The Goggles, They Do Naught",Tradecraft,GSM,50,Ishgard,1,ARR,
1119,Not on My Table,Tradecraft,GSM,50,Ishgard,1,ARR,
1120,Halonic Hermeneutics,Tradecraft,GSM,50,Ishgard,1,ARR,
1121,Peril Never Wore Safety Goggles (L),Tradecraft,GSM,50,Ishgard,10,ARR,
1122,Heinz's Dilemma (L),Tradecraft,GSM,50,Ishgard,10,ARR,
1123,Transposing Theology (L),Tradecraft,GSM,50,Ishgard,10,ARR,
1124,Sense of Entitlement,Tradecraft,GSM,52,Ishgard,1,ARR,
1125,"High Above Me, She Sews Lovely",Tradecraft,GSM,52,Ishgard,1,ARR,
1126,Sky Is the Limit,Tradecraft,GSM,52,Ishgard,1,ARR,
1127,Charting the Trends (L),Tradecraft,GSM,52,Ishgard,10,ARR,
1128,Old-school Spooling (L),Tradecraft,GSM,52,Ishgard,10,ARR,
1129,Hulls of Broken Dreams (L),Tradecraft,GSM,52,Ishgard,10,ARR,
1130,The Unfortunate Retirony,Tradecraft,GSM,54,Ishgard,1,ARR,
1131,Citizen's Arrest,Tradecraft,GSM,54,Ishgard,1,ARR,
1132,The Monuments Mages,Tradecraft,GSM,54,Ishgard,1,ARR,
1133,Life Ends at Retirement (L),Tradecraft,GSM,54,Ishgard,10,ARR,
1134,Watchers within the Walls (L),Tradecraft,GSM,54,Ishgard,10,ARR,
1135,Deal with It (L),Tradecraft,GSM,54,Ishgard,10,ARR,
1136,Needs More Prayerbell,Tradecraft,GSM,56,Ishgard,1,ARR,
1137,The Grander Temple,Tradecraft,GSM,56,Ishgard,1,ARR,
1138,Appeasing the Astromancer,Tradecraft,GSM,56,Ishgard,1,ARR,
1139,With a Noise That Reaches Heaven (L),Tradecraft,GSM,56,Ishgard,10,ARR,
1140,Man with a Dragon Earring (L),Tradecraft,GSM,56,Ishgard,10,ARR,
1141,Silver Bar of Upcycling (L),Tradecraft,GSM,56,Ishgard,10,ARR,
1142,Keeping Claw and Order,Tradecraft,GSM,58,Ishgard,1,ARR,
1143,Embroiling Embroidery,Tradecraft,GSM,58,Ishgard,1,ARR,
1144,A Halo for Her Head,Tradecraft,GSM,58,Ishgard,1,ARR,
1145,Ring of Reciprocity (L),Tradecraft,GSM,58,Ishgard,10,ARR,
1146,The Lovely Hands of Haillenarte (L),Tradecraft,GSM,58,Ishgard,10,ARR,
1147,It's the Circlet of Life (L),Tradecraft,GSM,58,Ishgard,10,ARR,
1148,Does This Look Infected?,Fieldcraft,BTN,50,Coerthas Western Highlands,1,HW,
1149,Breathe Deeply,Fieldcraft,BTN,50,Coerthas Western Highlands,1,HW,
1150,Warm in Their Beds,Fieldcraft,BTN,50,Coerthas Western Highlands,1,HW,
1151,Secondhand Smoke Screen (L),Fieldcraft,BTN,50,Coerthas Western Highlands,10,HW,
1152,A Crown for Every Head (L),Fieldcraft,BTN,50,Coerthas Western Highlands,10,HW,
1153,No Rest for the Thicket (L),Fieldcraft,BTN,50,Coerthas Western Highlands,10,HW,
1154,Ladies and Gentians,Fieldcraft,BTN,52,The Dravanian Forelands,1,HW,
1155,"The Bitter, the Better",Fieldcraft,BTN,52,The Dravanian Forelands,1,HW,
1156,Six Hours in a Leaky Boat,Fieldcraft,BTN,52,The Dravanian Forelands,1,HW,
1157,Coat the Harm (L),Fieldcraft,BTN,52,The Dravanian Forelands,10,HW,
1158,The Sour Patch Grids (L),Fieldcraft,BTN,52,The Dravanian Forelands,10,HW,
1159,Hot Tub Clime Machine (L),Fieldcraft,BTN,52,The Dravanian Forelands,10,HW,
1160,Your Mother Is Medicine and Your Father Is the Wild,Fieldcraft,BTN,54,The Churning Mists,1,HW,
1161,Dandelion Don't Tell No Lies,Fieldcraft,BTN,54,The Churning Mists,1,HW,
1162,Chewed Up and Snuffed Out,Fieldcraft,BTN,54,The Churning Mists,1,HW,
1163,Exotic Remedies (L),Fieldcraft,BTN,54,The Churning Mists,10,HW,
1164,Sacrilege Neutralized (L),Fieldcraft,BTN,54,The Churning Mists,10,HW,
1165,Hybrid Theories (L),Fieldcraft,BTN,54,The Churning Mists,10,HW,
1166,Heart to Heart,Fieldcraft,BTN,56,The Sea of Clouds,1,HW,
1167,Bold and Blue,Fieldcraft,BTN,56,The Sea of Clouds,1,HW,
1168,The Anointing of the Dead,Fieldcraft,BTN,56,The Sea of Clouds,1,HW,
